"ParticipantID","Dim1_cweight","Dim2_cweight"
"4447506",1.05287500216451,1.05436695502239
"4447508",1.0176085402926,1.09003235336166
"4447530",1.19215289674392,0.893068695056136
"4447533",1.02465554473141,1.03552475151388
"4520832",1.05002789425512,1.07149918420263
"4520835",0.97963144051058,1.13735460663651
"4520839",0.965258694616672,1.21020491804413
"4520846",1.01012677089563,1.08722898488211
"4520848",1.30378214550895,0.681885593917798
"4520851",1.01007202140193,1.1725705411217
"4520893",0.983663253527906,1.14775024579596
"4521016",0.99280642888313,1.12493634077816
"4529682",0.857482490034376,1.29124423197465
"4529684",1.0104766490038,1.11457939162094
"4529685",1.05173977015748,1.10338604456037
"4529687",1.08576584045661,1.05678453113922
"4529689",0.955967575902866,1.21207508518217
"4529690",0.940473456072782,1.1489689922802
"4529691",0.913940504038863,1.1533857731678
"4529706",0.820881654517972,1.30668786353894
"4529710",0.902018783216951,1.25673391430742
"4529722",0.955776826093357,1.18162209540356
"4532542",1.03927972077113,1.05132726866827
"4541256",0.923450377993654,1.17432692754148
"4541257",0.924234443544913,1.20488730669008
"4541258",1.00436168714054,1.10759582327077
"4541259",1.16014265928488,0.899236027394695
"5511890",0.938734543895349,1.18446820726728
"5516642",0.966516084573004,1.12214005800343
"5517105",1.05525037632564,1.06965862512924
"5519452",1.05279056101176,1.03222122874514
"5519779",0.9982994576044,1.17012661106404
"5520293",0.992643158108346,1.072375180059
"5529507",0.930136530431564,1.17114497685873
"5532666",0.979601132561301,1.11459950282144
"5549375",0.979753928774335,1.12345169857998
"5554296",0.923505957772746,1.16815242548612
"5624520",0.992933466451551,1.10550802562186
"5632196",1.03596375775436,1.07613587931061
"5696321",0.950153194261025,1.10641782730656
"5785089",0.988766763267564,1.19031860457746
"5787365",0.976426845373604,1.11379546665319
"5789800",0.935875254011323,1.21176685374218
"8969379",0.973675082753932,1.16328851811542
"8969437",1.0220562603205,1.07236848851634
"8969513",1.05772315084693,1.02048752746302
"8969922",1.17204176244474,0.931307735923929
"8970321",0.949602723392727,1.1601203686875
"8970673",0.940033847783265,1.19463699505544
"8971011",0.985859080401989,1.11395920605736
"8971189",0.948237100902429,1.13410332393428
"8971261",1.07393339397754,1.06101360467942
"8971315",0.983257215303372,1.18040549025894
"8971395",0.996326546298087,1.05882791204059
"8972881",0.998591622321929,1.10813566948197
"8972920",1.06341724189479,1.07057203431211
"8972971",0.951970052492835,1.11183652100089
"8974071",1.01576915683344,1.13851836453058
"8976109",0.852525195926139,1.30207005340504
"8978416",0.957834853555266,1.17276244865929
"9006547",1.07493981703263,1.03367323271321
"9010116",0.976599162394005,1.09080494994409
"9010798",0.968809865082833,1.17790691901833
"9012596",0.927558672958553,1.11856271735019
"9020509",0.982117886308657,1.11751387061633
"9027029",0.991019723355391,1.13443570061649
"9028561",0.943558780667551,1.19728982783539
"9029254",0.835735836407844,1.27750092753032
"9045500",0.982242984258914,1.09219259194048
"9047849",0.976907710721668,1.14867948853404
"9050748",0.862632473183856,1.28243966302326
"9054605",1.13861519832701,0.98168987496093
"9103867",0.945690388158787,1.18986807096962
"9107479",0.965618412640878,1.15502212518136
"9107639",1.10589818490428,1.03761160144735
"9110660",1.02016199630889,1.12835885097107
"9114103",1.25267079520631,0.763133564798508
"9114860",0.890599441911659,1.24712167837981
"9133901",1.04851298194228,1.09400323339118
"9139755",0.903495198720545,1.26371894382436
"9139789",0.912481650865097,1.19277923046809
"9148973",0.975363141856024,1.14554627171139
"9152150",1.12853184482687,0.980915905059056
"9155646",1.07465677310906,1.08056342272216
"9165099",1.1215061538032,0.992505437455923
"9166737",0.895273967301786,1.22983701886252
"9169938",0.980136036772794,1.12226736632441
"9179721",0.956236755686142,1.13601386459675
"9207849",0.904618015939111,1.23645397132414
"9210931",0.985556423388336,1.11079223492311
"9215898",1.06517676905308,1.04962089192935
"9221436",0.960048524713385,1.16039567659204
"9232429",0.997756820397885,1.09400110809413
"9266672",0.925241953421502,1.18707050887279
"9294988",0.898604377838936,1.2457514973281
"9299784",0.976995250072416,1.16096056598756
"9307354",0.967606112618426,1.15959851326759
"9340125",0.954942372573294,1.15553366009786
"9341625",1.02110975316522,1.08234667249169
"9343952",1.0318551415339,1.05451292716263
"9345158",0.894205981652854,1.2332554673008
"9391247",1.01798136078323,1.09013447589522
